BDP_ID,Chromosome,watson_ensembl_id,watson_gene_name,watson_start,watson_end,crick_ensembl_id,crick_gene_name,crick_start,crick_end
Actb_1,chr5,NA,NA,142892530,142893029,ENSMUSG00000029580,Actb,142891970,142892469
Actl10_1,chr2,ENSMUSG00000078129,Actl10,154393707,154394206,ENSMUSG00000027489,Necab3,154393147,154393646
Actl6a_1,chr3,ENSMUSG00000027671,Actl6a,32762856,32763355,NA,NA,32762296,32762795
Actn4_1,chr7,NA,NA,28661756,28662255,ENSMUSG00000054808,Actn4,28661196,28661695
Actr10_1,chr12,ENSMUSG00000021076,Actr10,70984688,70985187,NA,NA,70984128,70984627
Actr1a_1,chr19,NA,NA,46384230,46384729,ENSMUSG00000025228,Actr1a,46383670,46384169
Actr1b_1,chr1,ENSMUSG00000102416,4933424G06Rik,36749070,36749569,ENSMUSG00000037351,Actr1b,36748510,36749009
Actr2_1,chr11,NA,NA,20062937,20063436,ENSMUSG00000020152,Actr2,20062377,20062876
Actr3b_1,chr5,ENSMUSG00000056367,Actr3b,25964971,25965470,NA,NA,25964411,25964910
Actr6_1,chr10,NA,NA,89568193,89568692,ENSMUSG00000019948,Actr6,89567633,89568132
Actr8_1,chr14,ENSMUSG00000015971,Actr8,29700374,29700873,NA,NA,29699814,29700313
Acyp2_1,chr11,NA,NA,30599456,30599955,ENSMUSG00000060923,Acyp2,30598896,30599395
Adam15_1,chr3,NA,NA,89257346,89257845,ENSMUSG00000028041,Adam15,89256786,89257285
Adam17_1,chr12,ENSMUSG00000116819,Gm49586,21423589,21424088,ENSMUSG00000052593,Adam17,21423029,21423528
Adam22_2,chr5,NA,NA,8128545,8129044,ENSMUSG00000040537,Adam22,8127985,8128484
Adamts4_1,chr1,ENSMUSG00000006403,Adamts4,171078006,171078505,ENSMUSG00000013593,Ndufs2,171077446,171077945
Adamts7_1,chr9,ENSMUSG00000032363,Adamts7,90045133,90045632,NA,NA,90044573,90045072
Adamts8_1,chr9,ENSMUSG00000031994,Adamts8,30853850,30854349,NA,NA,30853290,30853789
Adamtsl4_1,chr3,NA,NA,95595219,95595718,ENSMUSG00000015850,Adamtsl4,95594659,95595158
Adarb1_1,chr10,NA,NA,77254122,77254621,ENSMUSG00000020262,Adarb1,77253562,77254061
Adgra3_1,chr5,ENSMUSG00000106430,Gm42460,50216376,50216875,ENSMUSG00000029090,Adgra3,50215816,50216315
Adgre5_1,chr8,NA,NA,84467862,84468361,ENSMUSG00000002885,Adgre5,84467302,84467801
Adgrl2_1,chr3,ENSMUSG00000104786,Gm43573,148695166,148695665,ENSMUSG00000028184,Adgrl2,148694606,148695105
Adh5_1,chr3,ENSMUSG00000028138,Adh5,138148882,138149381,NA,NA,138148322,138148821
Adi1_1,chr12,ENSMUSG00000020629,Adi1,28725241,28725740,NA,NA,28724681,28725180
Adipor2_1,chr6,ENSMUSG00000121153,Gm56986,119365697,119366196,ENSMUSG00000030168,Adipor2,119365137,119365636
Adnp2_1,chr18,NA,NA,80194742,80195241,ENSMUSG00000053950,Adnp2,80194182,80194681
Ado_1,chr10,NA,NA,67384868,67385367,ENSMUSG00000057134,Ado,67384308,67384807
Adpgk_1,chr9,ENSMUSG00000025236,Adpgk,59198900,59199399,NA,NA,59198340,59198839
Adprh_1,chr16,ENSMUSG00000097576,D930030I03Rik,38273070,38273569,ENSMUSG00000002844,Adprh,38272510,38273009
Adprhl2_1,chr4,NA,NA,126215526,126216025,ENSMUSG00000042558,Adprs,126214966,126215465
Adsl_1,chr15,ENSMUSG00000022407,Adsl,80832731,80833230,NA,NA,80832171,80832670
Adssl1_1,chr12,ENSMUSG00000011148,Adss1,112586522,112587021,NA,NA,112585962,112586461
Aebp2_1,chr6,ENSMUSG00000030232,Aebp2,140569311,140569810,NA,NA,140568751,140569250
Aen_1,chr7,ENSMUSG00000030609,Aen,78545727,78546226,NA,NA,78545167,78545666
Afdn_1,chr17,ENSMUSG00000068036,Afdn,13980818,13981317,ENSMUSG00000038347,Tcte2,13980258,13980757
Afdn_3,chr17,ENSMUSG00000068036,Afdn,13992729,13993228,NA,NA,13992169,13992668
Aff1_1,chr5,ENSMUSG00000029313,Aff1,103840318,103840817,NA,NA,103839758,103840257
Afg3l1_1,chr8,ENSMUSG00000031967,Afg3l1,124204638,124205137,NA,NA,124204078,124204577
Agbl3_1,chr6,ENSMUSG00000038836,Agbl3,34757388,34757887,NA,NA,34756828,34757327
Ager_1,chr17,ENSMUSG00000015452,Ager,34816847,34817346,NA,NA,34816287,34816786
Agfg1_1,chr1,ENSMUSG00002074851,Gm54947,82817192,82817691,NA,NA,82816632,82817131
Aggf1_1,chr13,NA,NA,95511873,95512372,ENSMUSG00000021681,Aggf1,95511313,95511812
Ago2_1,chr15,NA,NA,73056800,73057299,ENSMUSG00000036698,Ago2,73056240,73056739
Ago3_1,chr4,NA,NA,126323351,126323850,ENSMUSG00000028842,Ago3,126322791,126323290
Agpat2_1,chr2,ENSMUSG00000092356,Gm20532,26494304,26494803,ENSMUSG00000026922,Agpat2,26493744,26494243
Agps_1,chr2,ENSMUSG00000042410,Agps,75662532,75663031,NA,NA,75661972,75662471
Agrp_2,chr8,NA,NA,106306542,106307041,ENSMUSG00000005705,Agrp,106305982,106306481
Agtrap_1,chr4,NA,NA,148172514,148173013,ENSMUSG00000029007,Agtrap,148171954,148172453
Ahctf1_1,chr1,ENSMUSG00000073486,Gm10518,179631290,179631789,ENSMUSG00000026491,Ahctf1,179630730,179631229
Ahcy_1,chr2,ENSMUSG00000109877,Gm45609,154916426,154916925,ENSMUSG00000027597,Ahcy,154915866,154916365
Ahcyl1_1,chr3,NA,NA,107603868,107604367,ENSMUSG00000027893,Ahcyl1,107603308,107603807
Ahcyl2_1,chr6,ENSMUSG00000029772,Ahcyl2,29768520,29769019,NA,NA,29767960,29768459
Ahi1_1,chr10,ENSMUSG00000019986,Ahi1,20828535,20829034,NA,NA,20827975,20828474
Aip_1,chr19,NA,NA,4171597,4172096,ENSMUSG00000024847,Aip,4171037,4171536
Aire_2,chr10,ENSMUSG00000000730,Dnmt3l,77879577,77880076,ENSMUSG00000000731,Aire,77879017,77879516
Airn_1,chr17,ENSMUSG00000078247,Airn,12960271,12960770,ENSMUSG00000023830,Igf2r,12959711,12960210
Ajuba_1,chr14,NA,NA,54815060,54815559,ENSMUSG00000022178,Ajuba,54814500,54814999
Akap12_1,chr10,ENSMUSG00000038587,Akap12,4216374,4216873,NA,NA,4215814,4216313
Akap1_1,chr11,ENSMUSG00000092399,4930556N13Rik,88755428,88755927,ENSMUSG00000018428,Akap1,88754868,88755367
Akap2_1,chr4,ENSMUSG00000038729,Pakap,57845259,57845758,NA,NA,57844699,57845198
Akap5_1,chr12,ENSMUSG00000021057,Akap5,76371674,76372173,NA,NA,76371114,76371613
Akap7_3,chr10,NA,NA,25172959,25173458,ENSMUSG00000039166,Akap7,25172399,25172898
Akap8_1,chr17,NA,NA,32540162,32540661,ENSMUSG00000024045,Akap8,32539602,32540101
Akap8l_1,chr17,NA,NA,32569574,32570073,ENSMUSG00000002625,Akap8l,32569014,32569513
Akip1_1,chr7,ENSMUSG00000031023,Akip1,109302970,109303469,ENSMUSG00000031024,Dennd2b,109302410,109302909
Akr1b10_1,chr6,ENSMUSG00000061758,Akr1b10,34361182,34361681,NA,NA,34360622,34361121
Aktip_1,chr8,NA,NA,91860670,91861169,ENSMUSG00000031667,Aktip,91860110,91860609
Alas1_1,chr9,ENSMUSG00000097592,4930500F10Rik,106125116,106125615,ENSMUSG00000032786,Alas1,106124556,106125055
Aldh2_1,chr5,ENSMUSG00000106590,Gm42879,121731699,121732198,ENSMUSG00000029455,Aldh2,121731139,121731638
Aldh5a1_1,chr13,ENSMUSG00000086448,9330162012Rik,25121674,25122173,ENSMUSG00000035936,Aldh5a1,25121114,25121613
Alg13_1,chrX,ENSMUSG00000041718,Alg13,143101024,143101523,NA,NA,143100464,143100963
Alg14_1,chr3,ENSMUSG00000039887,Alg14,121085433,121085932,ENSMUSG00000120588,Gm56787,121084873,121085372
Alg9_1,chr9,ENSMUSG00000032059,Alg9,50686630,50687129,ENSMUSG00000037971,Cfap68,50686070,50686569
Alkbh2_1,chr5,NA,NA,114266321,114266820,ENSMUSG00000044339,Alkbh2,114265761,114266260
Alkbh6_1,chr7,ENSMUSG00000042831,Alkbh6,30008220,30008719,NA,NA,30007660,30008159
Alpl_1,chr4,NA,NA,137523680,137524179,ENSMUSG00000028766,Alpl,137523120,137523619
Als2_1,chr1,ENSMUSG00000120458,Gm33667,59276412,59276911,ENSMUSG00000026024,Als2,59275852,59276351
Amacr_1,chr15,ENSMUSG00000022244,Amacr,10981853,10982352,NA,NA,10981293,10981792
Ambra1_1,chr2,ENSMUSG00000040506,Ambra1,91560536,91561035,NA,NA,91559976,91560475
Amd1_1,chr10,NA,NA,40178231,40178730,ENSMUSG00000075232,Amd1,40177671,40178170
Amh_1,chr10,ENSMUSG00000035262,Amh,80641085,80641584,NA,NA,80640525,80641024
Amigo3_1,chr9,ENSMUSG00000092218,Gm20529,107930369,107930868,ENSMUSG00000041528,Rnf123,107929809,107930308
Amotl2_1,chr9,ENSMUSG00000032531,Amotl2,102595014,102595513,NA,NA,102594454,102594953
Ampd2_1,chr3,ENSMUSG00000056411,Gm12500,107994017,107994516,ENSMUSG00000027889,Ampd2,107993457,107993956
Amz1_1,chr5,ENSMUSG00000050022,Amz1,140721328,140721827,NA,NA,140720768,140721267
Anapc15_1,chr7,ENSMUSG00000030649,Anapc15,101545632,101546131,NA,NA,101545072,101545571
Anapc1_1,chr2,NA,NA,128529342,128529841,ENSMUSG00000014355,Anapc1,128528782,128529281
Anapc5_1,chr5,NA,NA,122959393,122959892,ENSMUSG00000029472,Anapc5,122958833,122959332
Angptl2_1,chr2,ENSMUSG00000004105,Angptl2,33106092,33106591,ENSMUSG00000038831,Ralgps1,33105532,33106031
Ankfy1_1,chr11,ENSMUSG00000020790,Ankfy1,72580843,72581342,NA,NA,72580283,72580782
Ankhd1_1,chr18,ENSMUSG00000024483,Ankhd1,36693678,36694177,ENSMUSG00000119977,Gm56496,36693118,36693617
Ankle1_1,chr8,ENSMUSG00000046295,Ankle1,71858677,71859176,ENSMUSG00000121023,Gm39193,71858117,71858616
Ankle2_1,chr5,ENSMUSG00000029501,Ankle2,110378883,110379382,ENSMUSG00000104970,5930411N13Rik,110378323,110378822
Ankrd10_1,chr8,NA,NA,11685804,11686303,ENSMUSG00000104958,Mir7238,11685244,11685743
Ankrd12_1,chr17,NA,NA,66384089,66384588,ENSMUSG00000034647,Ankrd12,66383529,66384028
Ankrd13c_1,chr3,ENSMUSG00000039988,Ankrd13c,157653154,157653653,NA,NA,157652594,157653093
Ankrd17_1,chr5,ENSMUSG00000054945,Gm9958,90514094,90514593,ENSMUSG00000055204,Ankrd17,90513534,90514033
Ankrd17_2,chr5,NA,NA,90411297,90411796,ENSMUSG00000055204,Ankrd17,90410737,90411236
Ankrd24_2,chr10,ENSMUSG00000054708,Ankrd24,81476795,81477294,NA,NA,81476235,81476734
Ankrd26_1,chr6,NA,NA,118539282,118539781,ENSMUSG00000007827,Ankrd26,118538722,118539221
Ankrd35_1,chr3,ENSMUSG00000038354,Ankrd35,96579134,96579633,NA,NA,96578574,96579073
Ankrd40_1,chr11,ENSMUSG00000020864,Ankrd40,94218888,94219387,NA,NA,94218328,94218827
Ankrd42_1,chr7,ENSMUSG00000103887,Gm37008,92286359,92286858,ENSMUSG00000041343,Ankrd42,92285799,92286298
Ankrd45_1,chr1,ENSMUSG00000044835,Ankrd45,160970272,160970771,NA,NA,160969712,160970211
Ankrd61_1,chr5,ENSMUSG00000029613,Eif2ak1,143831918,143832417,ENSMUSG00000029607,Ankrd61,143831358,143831857
Ankrd9_1,chr12,NA,NA,110945455,110945954,ENSMUSG00000037904,Ankrd9,110944895,110945394
Anks1_1,chr17,ENSMUSG00000024219,Anks1,28128367,28128866,ENSMUSG00000024218,Taf11,28127807,28128306
Anln_1,chr9,NA,NA,22300513,22301012,ENSMUSG00000036777,Anln,22299953,22300452
Ano5_1,chr7,ENSMUSG00000055489,Ano5,51160800,51161299,NA,NA,51160240,51160739
Ano6_1,chr15,ENSMUSG00000064210,Ano6,95688731,95689230,ENSMUSG00000097643,A130051J06Rik,95688171,95688670
Ano8_1,chr8,NA,NA,71938742,71939241,ENSMUSG00000034863,Ano8,71938182,71938681
Anp32a_1,chr9,ENSMUSG00000032249,Anp32a,62248675,62249174,ENSMUSG00000120493,Gm57059,62248115,62248614
Anp32b_1,chr4,ENSMUSG00000028333,Anp32b,46451097,46451596,NA,NA,46450537,46451036
Anp32e_1,chr3,ENSMUSG00000015749,Anp32e,95836614,95837113,ENSMUSG00000120720,Gm46815,95836054,95836553
Ap1ar_1,chr3,ENSMUSG00000105447,Gm43653,127631196,127631695,ENSMUSG00000074238,Ap1ar,127630636,127631135
Ap1m1_1,chr8,ENSMUSG00000003033,Ap1m1,72993968,72994467,NA,NA,72993408,72993907
Ap2b1_1,chr11,ENSMUSG00000035152,Ap2b1,83193589,83194088,ENSMUSG00000018733,Pex12,83193029,83193528
Ap3m2_1,chr8,ENSMUSG00000054822,1700041G16Rik,23295677,23296176,ENSMUSG00000031539,Ap3m2,23295117,23295616
Apc2_1,chr10,ENSMUSG00000020135,Apc2,80137130,80137629,NA,NA,80136570,80137069
Apc_1,chr18,ENSMUSG00000005871,Apc,34353980,34354479,ENSMUSG00000121659,Gm10548,34353420,34353919
Apela_1,chr8,NA,NA,65489859,65490358,ENSMUSG00000109805,Gm45886,65489299,65489798
Apex2_1,chrX,ENSMUSG00000025271,Pfkfb1,149371170,149371669,ENSMUSG00000025269,Apex2,149370610,149371109
Apoa1_1,chr9,ENSMUSG00000032083,Apoa1,46140018,46140517,NA,NA,46139458,46139957
Apobec3_1,chr15,ENSMUSG00000115902,D730005E14Rik,79776655,79777154,NA,NA,79776095,79776594
Apobec3_2,chr15,ENSMUSG00000009585,Apobec3,79779204,79779703,NA,NA,79778644,79779143
Apoe_1,chr7,NA,NA,19433027,19433526,ENSMUSG00000002985,Apoe,19432467,19432966
Apom_1,chr17,NA,NA,35350827,35351326,ENSMUSG00000024391,Apom,35350267,35350766
Appl1_1,chr14,NA,NA,26692528,26693027,ENSMUSG00000040760,Appl1,26691968,26692467
Appl2_1,chr10,NA,NA,83484560,83485059,ENSMUSG00000020263,Appl2,83484000,83484499
Aprt_1,chr8,NA,NA,123303660,123304159,ENSMUSG00000006589,Aprt,123303100,123303599
Arap1_2,chr7,ENSMUSG00000032812,Arap1,100997339,100997838,ENSMUSG00000110239,Gm45620,100996779,100997278
Arc_1,chr15,NA,NA,74544469,74544968,ENSMUSG00000022602,Arc,74543909,74544408
Arcn1_1,chr9,ENSMUSG00000002031,Ift46,44679160,44679659,ENSMUSG00000032096,Arcn1,44678600,44679099
Arf1_1,chr11,ENSMUSG00000120286,Gm57335,59119092,59119591,ENSMUSG00000048076,Arf1,59118532,59119031
Arf2_1,chr11,ENSMUSG00000062421,Arf2,103857602,103858101,NA,NA,103857042,103857541
Arf3_1,chr15,NA,NA,98661105,98661604,ENSMUSG00000051853,Arf3,98660545,98661044
Arf4_1,chr14,ENSMUSG00000021877,Arf4,26359409,26359908,ENSMUSG00000090861,Arf4os,26358849,26359348
Arf5_1,chr6,ENSMUSG00000020440,Arf5,28423614,28424113,ENSMUSG00000029708,Gcc1,28423054,28423553
Arfgap1_1,chr2,ENSMUSG00000027575,Arfgap1,180609043,180609542,NA,NA,180608483,180608982
Arfgap2_1,chr2,ENSMUSG00000027255,Arfgap2,91095663,91096162,NA,NA,91095103,91095602
Arfgef2_1,chr2,ENSMUSG00000074582,Arfgef2,166647521,166648020,NA,NA,166646961,166647460
Arfip1_1,chr3,NA,NA,84490024,84490523,ENSMUSG00000074513,Arfip1,84489464,84489963
Arglu1_1,chr8,NA,NA,8740582,8741081,ENSMUSG00000098917,Mir7654,8740022,8740521
Arhgap17_1,chr7,ENSMUSG00000030763,Lcmt1,122969124,122969623,ENSMUSG00000030766,Arhgap17,122968564,122969063
Arhgap19_1,chr19,NA,NA,41790536,41791035,ENSMUSG00000025154,Arhgap19,41789976,41790475
Arhgap35_1,chr7,ENSMUSG00000100583,Gm29443,16348980,16349479,ENSMUSG00000058230,Arhgap35,16348420,16348919
Arhgap5_1,chr12,ENSMUSG00000035133,Arhgap5,52550736,52551235,ENSMUSG00000112437,Gm35188,52550176,52550675
Arhgap8_1,chr15,ENSMUSG00000078954,Arhgap8,84604291,84604790,ENSMUSG00000116396,Gm20556,84603731,84604230
Arhgef15_1,chr11,NA,NA,68847763,68848262,ENSMUSG00000052921,Arhgef15,68847203,68847702
Arhgef17_1,chr7,NA,NA,100581418,100581917,ENSMUSG00000032875,Arhgef17,100580858,100581357
Arhgef1_1,chr7,ENSMUSG00000040940,Arhgef1,24602473,24602972,NA,NA,24601913,24602412
Arhgef2_3,chr3,ENSMUSG00000028059,Arhgef2,88523461,88523960,NA,NA,88522901,88523400
Arhgef39_1,chr4,NA,NA,43499711,43500210,ENSMUSG00000051517,Arhgef39,43499151,43499650
Arhgef4_1,chr1,ENSMUSG00000118272,Smim39,34840833,34841332,NA,NA,34840273,34840772
Arhgef7_1,chr8,ENSMUSG00000031511,Arhgef7,11808413,11808912,NA,NA,11807853,11808352
Arid1a_2,chr4,NA,NA,133484150,133484649,ENSMUSG00000007880,Arid1a,133483590,133484089
Arid3a_1,chr10,ENSMUSG00000019564,Arid3a,79762924,79763423,NA,NA,79762364,79762863
Arid3b_2,chr9,ENSMUSG00000091908,Gm17231,57741487,57741986,ENSMUSG00000004661,Arid3b,57740927,57741426
Arid4a_2,chr12,ENSMUSG00000048118,Arid4a,71063459,71063958,NA,NA,71062899,71063398
Arih2_1,chr9,NA,NA,108526646,108527145,ENSMUSG00000064145,Arih2,108526086,108526585
Arl14ep_1,chr2,NA,NA,106804792,106805291,ENSMUSG00000027122,Arl14ep,106804232,106804731
Arl14epl_1,chr18,ENSMUSG00000073568,Arl14epl,47054896,47055395,NA,NA,47054336,47054835
Arl15_1,chr13,ENSMUSG00000042348,Arl15,113931088,113931587,NA,NA,113930528,113931027
Arl1_1,chr10,ENSMUSG00000060904,Arl1,88567286,88567785,ENSMUSG00000121647,Gm4925,88566726,88567225
Arl2_1,chr19,ENSMUSG00000039699,Batf2,6191216,6191715,ENSMUSG00000024944,Arl2,6190656,6191155
Arl5b_1,chr2,ENSMUSG00000017418,Arl5b,15060144,15060643,ENSMUSG00000026707,Nsun6,15059584,15060083
Arl6ip1_1,chr7,NA,NA,117728847,117729346,ENSMUSG00000030654,Arl6ip1,117728287,117728786
Arl6ip4_1,chr5,ENSMUSG00000029404,Arl6ip4,124254175,124254674,NA,NA,124253615,124254114
Armc1_1,chr3,NA,NA,19217260,19217759,ENSMUSG00000027599,Armc1,19216700,19217199
Armc2_1,chr10,ENSMUSG00000111103,1700016J18Rik,41894423,41894922,ENSMUSG00000071324,Armc2,41893863,41894362
Armc5_1,chr7,ENSMUSG00000042178,Armc5,127836476,127836975,ENSMUSG00000062944,9130023H24Rik,127835916,127836415
Armc7_1,chr11,ENSMUSG00000057219,Armc7,115366553,115367052,NA,NA,115365993,115366492
Armc9_1,chr1,ENSMUSG00000094638,Gm21972,86082543,86083042,NA,NA,86081983,86082482
Arpc1b_1,chr5,ENSMUSG00000029622,Arpc1b,145051110,145051609,NA,NA,145050550,145051049
Arpc5_1,chr1,ENSMUSG00000008475,Arpc5,152642413,152642912,ENSMUSG00000026482,Rgl1,152641853,152642352
Arpc5l_1,chr2,ENSMUSG00000026755,Arpc5l,38898133,38898632,NA,NA,38897573,38898072
Arpin_1,chr7,NA,NA,79585081,79585580,ENSMUSG00000039043,Arpin,79584521,79585020
Arrdc3_1,chr13,ENSMUSG00000074794,Arrdc3,81031542,81032041,NA,NA,81030982,81031481
Arsa_1,chr15,ENSMUSG00000084915,C230037L18Rik,89361659,89362158,ENSMUSG00000022620,Arsa,89361099,89361598
Arvcf_2,chr16,ENSMUSG00000118669,Arvcf,18166100,18166599,ENSMUSG00000013539,Tango2,18165540,18166039
Asah1_1,chr8,ENSMUSG00000120151,Gm56834,41827705,41828204,ENSMUSG00000031591,Asah1,41827145,41827644
Asap1_3,chr15,NA,NA,64254852,64255351,ENSMUSG00000022377,Asap1,64254292,64254791
Asb3_2,chr11,ENSMUSG00000020305,Asb3,30922250,30922749,NA,NA,30921690,30922189
Asb6_1,chr2,NA,NA,30718329,30718828,ENSMUSG00000039483,Asb6,30717769,30718268
Asb8_1,chr15,NA,NA,98043575,98044074,ENSMUSG00000048175,Asb8,98043015,98043514
Ascc2_1,chr11,ENSMUSG00000020412,Ascc2,4587761,4588260,NA,NA,4587201,4587700
Ascc3_1,chr10,ENSMUSG00000038774,Ascc3,50468835,50469334,NA,NA,50468275,50468774
Asf1a_1,chr10,ENSMUSG00000019857,Asf1a,53473104,53473603,ENSMUSG00000058298,Mcm9,53472544,53473043
Ash2l_1,chr8,NA,NA,26330856,26331355,ENSMUSG00000031575,Ash2l,26330296,26330795
Asic3_1,chr5,ENSMUSG00000038276,Asic3,24618401,24618900,NA,NA,24617841,24618340
Asna1_1,chr8,NA,NA,85751958,85752457,ENSMUSG00000052456,Get3,85751398,85751897
Aspa_1,chr11,NA,NA,73215510,73216009,ENSMUSG00000020774,Aspa,73214950,73215449
Asph_1,chr4,ENSMUSG00002074917,Gm56192,9669135,9669634,ENSMUSG00000028207,Asph,9668575,9669074
Asphd1_1,chr7,ENSMUSG00000095334,Gm21984,126548727,126549226,ENSMUSG00000046378,Asphd1,126548167,126548666
Aspm_1,chr1,ENSMUSG00000033952,Aspm,139382622,139383121,NA,NA,139382062,139382561
Aspscr1_1,chr11,ENSMUSG00000025142,Aspscr1,120563889,120564388,NA,NA,120563329,120563828
Atad2_1,chr15,NA,NA,57998508,57999007,ENSMUSG00000022360,Atad2,57997948,57998447
Atad2b_1,chr12,ENSMUSG00000052812,Atad2b,4967364,4967863,NA,NA,4966804,4967303
Atf1_1,chr15,ENSMUSG00000023027,Atf1,100125740,100126239,ENSMUSG00000121150,Gm56735,100125180,100125679
Atf2_1,chr2,NA,NA,73723022,73723521,ENSMUSG00000027104,Atf2,73722462,73722961
Atf5_1,chr7,ENSMUSG00000109511,Nup62,44466073,44466572,ENSMUSG00000038539,Atf5,44465513,44466012
Atf6_1,chr1,NA,NA,170695387,170695886,ENSMUSG00000026663,Atf6,170694827,170695326
Atf7_1,chr15,NA,NA,102533971,102534470,ENSMUSG00000052414,Gm28047,102533411,102533910
Atf7ip_2,chr6,ENSMUSG00000030213,Atf7ip,136509975,136510474,NA,NA,136509415,136509914
Atg10_1,chr13,NA,NA,91372146,91372645,ENSMUSG00000021619,Atg10,91371586,91372085
Atg14_1,chr14,NA,NA,47805921,47806420,ENSMUSG00000037526,Atg14,47805361,47805860
Atg16l1_1,chr1,ENSMUSG00000026289,Atg16l1,87683789,87684288,NA,NA,87683229,87683728
Atg4d_1,chr9,ENSMUSG00000002820,Atg4d,21176615,21177114,NA,NA,21176055,21176554
Atg5_1,chr10,ENSMUSG00000038160,Atg5,44144407,44144906,NA,NA,44143847,44144346
Atg9b_1,chr5,NA,NA,24597038,24597537,ENSMUSG00000038295,Atg9b,24596478,24596977
Atl1_2,chr12,ENSMUSG00000021066,Atl1,69992962,69993461,NA,NA,69992402,69992901
Atmin_1,chr8,ENSMUSG00000047388,Atmin,117670143,117670642,NA,NA,117669583,117670082
Atn1_2,chr6,NA,NA,124723883,124724382,ENSMUSG00000107478,Gm45234,124723323,124723822
Atox1_1,chr11,NA,NA,55352024,55352523,ENSMUSG00000018585,Atox1,55351464,55351963
Atp13a1_1,chr8,ENSMUSG00000031862,Atp13a1,70243898,70244397,ENSMUSG00000043090,Zfp866,70243338,70243837
Atp1b3_1,chr9,NA,NA,96246418,96246917,ENSMUSG00000032412,Atp1b3,96245858,96246357
Atp23_1,chr10,NA,NA,126737259,126737758,ENSMUSG00000025436,Atp23,126736699,126737198
Atp2a2_1,chr5,ENSMUSG00000120573,Gm57291,122640321,122640820,ENSMUSG00000029467,Atp2a2,122639761,122640260
Atp2b1_1,chr10,ENSMUSG00000019943,Atp2b1,98751025,98751524,NA,NA,98750465,98750964
Atp2c1_1,chr9,ENSMUSG00000120939,Gm57044,105372326,105372825,ENSMUSG00000032570,Atp2c1,105371766,105372265
Atp5a1_1,chr18,ENSMUSG00000025428,Atp5f1a,77861709,77862208,ENSMUSG00000041840,Haus1,77861149,77861648
Atp5d_1,chr10,ENSMUSG00000003072,Atp5f1d,79978232,79978731,NA,NA,79977672,79978171
Atp5g3_1,chr2,NA,NA,73741694,73742193,ENSMUSG00000018770,Atp5mc3,73741134,73741633
Atp5j2_1,chr5,NA,NA,145128401,145128900,ENSMUSG00000038690,Atp5mf,145127841,145128340
Atp5k_1,chr5,ENSMUSG00000121853,NA,108582300,108582799,ENSMUSG00000050856,Atp5me,108581740,108582239
Atp5o_1,chr16,ENSMUSG00000087190,D430001F17Rik,91728534,91729033,ENSMUSG00000022956,Atp5po,91727974,91728473
Atp6v0a1_1,chr11,ENSMUSG00000019302,Atp6v0a1,100900354,100900853,NA,NA,100899794,100900293
Atp6v0d1_1,chr8,ENSMUSG00000104168,Gm38250,106292722,106293221,ENSMUSG00000013160,Atp6v0d1,106292162,106292661
Atp6v1a_1,chr16,NA,NA,43959454,43959953,ENSMUSG00000052459,Atp6v1a,43958894,43959393
Atp6v1g2_1,chr17,ENSMUSG00000024403,Atp6v1g2,35455622,35456121,NA,NA,35455062,35455561
Atp6v1h_1,chr1,ENSMUSG00000033793,Atp6v1h,5153363,5153862,NA,NA,5152803,5153302
Atp8b2_1,chr3,ENSMUSG00000120086,Gm56796,89870695,89871194,ENSMUSG00000060671,Atp8b2,89870135,89870634
Atpaf1_1,chr4,ENSMUSG00000028710,Atpaf1,115642036,115642535,NA,NA,115641476,115641975
Atpif1_1,chr4,ENSMUSG00000087352,Gm12999,132260946,132261445,ENSMUSG00000054428,Atp5if1,132260386,132260885
Atrip-trex1_2,chr9,NA,NA,108903196,108903695,ENSMUSG00000025646,Atrip,108902636,108903135
Atrx_1,chrX,NA,NA,104973006,104973505,ENSMUSG00000031229,Atrx,104972446,104972945
Atxn2_1,chr5,ENSMUSG00000042605,Atxn2,121849653,121850152,ENSMUSG00000120053,1700064N11Rik,121849093,121849592
Atxn2l_1,chr7,NA,NA,126102588,126103087,ENSMUSG00000032637,Atxn2l,126102028,126102527
Atxn3_1,chr12,NA,NA,101924478,101924977,ENSMUSG00000021189,Atxn3,101923918,101924417
Aven_1,chr2,ENSMUSG00000003604,Aven,112323312,112323811,NA,NA,112322752,112323251
Avl9_1,chr6,ENSMUSG00000029787,Avl9,56691926,56692425,NA,NA,56691366,56691865
Avpi1_1,chr19,NA,NA,42117490,42117989,ENSMUSG00000018821,Avpi1,42116930,42117429
Axin1_1,chr17,ENSMUSG00000024182,Axin1,26357718,26358217,NA,NA,26357158,26357657
B230208H11Rik_1,chr10,NA,NA,12798903,12799402,ENSMUSG00000097378,B230208H11Rik,12798343,12798842
