BDP_ID,Chromosome,watson_start,watson_end,crick_start,crick_end,watson_appris,watson_biotype,watson_biotype_gencode,watson_canonical,watson_description,watson_ensembl_id,watson_gencode_basic,watson_gene_name,watson_gene_name_updated,watson_keyword,watson_length,watson_refseq,watson_rnacentral_id,watson_transcript_id,watson_tsl,watson_uniprot,crick_appris,crick_biotype,crick_biotype_gencode,crick_canonical,crick_description,crick_ensembl_id,crick_gencode_basic,crick_gene_name,crick_gene_name_updated,crick_keyword,crick_length,crick_refseq,crick_rnacentral_id,crick_transcript_id,crick_tsl,crick_uniprot
2610524H06Rik_1,chr5,114961560,114962059,114961000,114961499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alternative2,protein_coding,protein_coding,NA,"predicted gene, 57857 [Source:MGI Symbol;Acc:MGI:7529997]",ENSMUSG00000072694,GENCODE basic,1500011B03Rik,Gm57857,NA,15273,NR_027817,,ENSMUST00000112160,tsl1 (assigned to previous version 3),
2700038G22Rik_1,chr5,24055609,24056108,24055049,24055548,NA,NA,NA,NA,NA,ENSMUSG00000097180,NA,2700038G22Rik,NA,NA,11086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2700062C07Rik_1,chr18,24603919,24604418,24603359,24603858,,protein_coding,nonsense_mediated_decay,NA,RIKEN cDNA 2700062C07 gene [Source:MGI Symbol;Acc:MGI:1915296],ENSMUSG00000024273,,2700062C07Rik,2700062C07Rik,NA,6949,,,ENSMUST00000235029,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2810408A11Rik_1,chr11,69791790,69792289,69791230,69791729,,protein_coding,protein_coding_CDS_not_defined,NA,neuralized E3 ubiquitin protein ligase 4 [Source:MGI Symbol;Acc:MGI:1921092],ENSMUSG00000047284,,Neurl4,Neurl4,NA,12749,,,ENSMUST00000176614,tsl2 (assigned to previous version 1),,,protein_coding,protein_coding,NA,RIKEN cDNA 2810408A11 gene [Source:MGI Symbol;Acc:MGI:1917669],ENSMUSG00000018570,GENCODE basic,2810408A11Rik,2810408A11Rik,NA,3636,,,ENSMUST00000100969,tsl1 (assigned to previous version 8),
2810408I11Rik_1,chr1,64729837,64730336,64729277,64729776,alternative2,protein_coding,protein_coding,1,cyclin Y-like 1 [Source:MGI Symbol;Acc:MGI:2138614],ENSMUSG00000070871,GENCODE basic,Ccnyl1,Ccnyl1,Alternative splicing; Cell membrane; Cyclin; Differentiation; Membrane; Neurogenesis; Phosphoprotein; Reference proteome; Spermatogenesis; Wnt signaling pathway,35190,,,ENSMUST00000114077,tsl1 (assigned to previous version 7),D3YUJ3,NA,NA,NA,NA,NA,ENSMUSG00000087213,NA,2810408I11Rik,NA,NA,11071,NA,NA,NA,NA,NA
2810410L24Rik_1,chr11,120080771,120081270,120080211,120080710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000075389,NA,Reno1,NA,NA,4633,NA,NA,NA,NA,NA
2900041M22Rik_1,chr11,117502182,117502681,117501622,117502121,NA,NA,NA,NA,NA,ENSMUSG00000054418,NA,2900041M22Rik,NA,NA,2786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2900052L18Rik_1,chr11,120122410,120122909,120121850,120122349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000043993,NA,2900052L18Rik,NA,NA,16567,NA,NA,NA,NA,NA
2900060B14Rik_1,chr1,118387046,118387545,118386486,118386985,alternative2,protein_coding,protein_coding,NA,CLIP associating protein 1 [Source:MGI Symbol;Acc:MGI:1923957],ENSMUSG00000064302,GENCODE basic,Clasp1,Clasp1,NA,223621,,,ENSMUST00000049404,tsl5 (assigned to previous version 12),,NA,NA,NA,NA,NA,ENSMUSG00000107722,NA,2900060B14Rik,NA,NA,771,NA,NA,NA,NA,NA
2900076A07Rik_1,chr7,81173356,81173855,81172796,81173295,NA,NA,NA,NA,NA,ENSMUSG00000097277,NA,2900076A07Rik,NA,NA,30399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2900097C17Rik_1,chr2,156234931,156235430,156234371,156234870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000102869,NA,Norad,NA,NA,5002,NA,NA,NA,NA,NA
3010003L21Rik_1,chr6,148846357,148846856,148845797,148846296,NA,NA,NA,NA,NA,ENSMUSG00000085355,NA,3010003L21Rik,NA,NA,3025,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,NA,SIN3-HDAC complex associated factor [Source:MGI Symbol;Acc:MGI:1929091],ENSMUSG00000039985,GENCODE basic,Sinhcaf,Sinhcaf,Nucleus; Reference proteome,25433,,,ENSMUST00000054080,tsl1 (assigned to previous version 14),Q8C8M1
3110040N11Rik_1,chr7,81439253,81439752,81438693,81439192,NA,NA,NA,NA,NA,ENSMUSG00000109485,NA,Gm45016,NA,NA,7743,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,RIKEN cDNA 3110040N11 gene [Source:MGI Symbol;Acc:MGI:1914540],ENSMUSG00000025102,GENCODE basic,3110040N11Rik,3110040N11Rik,Phosphoprotein; Reference proteome,7297,,,ENSMUST00000026092,tsl1 (assigned to previous version 8),Q9CRC3
3110056K07Rik_1,chr12,71062424,71062923,71061864,71062363,principal1,protein_coding,protein_coding,1,AT-rich interaction domain 4A [Source:MGI Symbol;Acc:MGI:2444354],ENSMUSG00000048118,GENCODE basic,Arid4a,Arid4a,Chromatin regulator; Differentiation; DNA-binding; Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome; Spermatogenesis; Transcription; Transcription regulation; Ubl conjugation,82603,,,ENSMUST00000046305,tsl5 (assigned to previous version 11),F8VPQ2,NA,NA,NA,NA,NA,ENSMUSG00000085622,NA,3110056K07Rik,NA,NA,32268,NA,NA,NA,NA,NA
4732491K20Rik_1,chr17,12537783,12538282,12537223,12537722,NA,NA,NA,NA,NA,ENSMUSG00000097350,NA,4732491K20Rik,NA,NA,18219,NA,NA,NA,NA,NA,principal4,protein_coding,protein_coding,NA,mitogen-activated protein kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1346875],ENSMUSG00000014426,GENCODE basic,Map3k4,Map3k4,Alternative splicing; ATP-binding; Cytoplasm; Kinase; Magnesium; Metal-binding; Nucleotide-binding; Phosphoprotein; Reference proteome; Serine/threonine-protein kinase; Transferase,91176,,,ENSMUST00000233755,,O08648
4833417C18Rik_1,chr11,95749728,95750227,95749168,95749667,NA,NA,NA,NA,NA,ENSMUSG00000086015,NA,4833417C18Rik,NA,NA,10290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000085578,NA,Gm11527,NA,NA,5070,NA,NA,NA,NA,NA
4833420G17Rik_1,chr13,119599316,119599815,119598756,119599255,principal1,protein_coding,protein_coding,NA,RIKEN cDNA 4833420G17 gene [Source:MGI Symbol;Acc:MGI:1914642],ENSMUSG00000062822,GENCODE basic,4833420G17Rik,4833420G17Rik,Alternative splicing; Reference proteome,23353,,,ENSMUST00000026519,tsl1 (assigned to previous version 8),Q3UJC8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4833428L15Rik_1,chr9,45342601,45343100,45342041,45342540,,protein_coding,protein_coding_CDS_not_defined,NA,DS cell adhesion molecule like 1 [Source:MGI Symbol;Acc:MGI:2150309],ENSMUSG00000032087,,Dscaml1,Dscaml1,NA,327085,,,ENSMUST00000217335,tsl1 (assigned to previous version 1),,NA,NA,NA,NA,NA,ENSMUSG00000097074,NA,4833428L15Rik,NA,NA,15105,NA,NA,NA,NA,NA
4921507P07Rik_1,chr6,50573627,50574126,50573067,50573566,NA,NA,NA,NA,NA,ENSMUSG00000085776,NA,5430402O13Rik,NA,NA,83643,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,sperm microtubule inner protein 4 [Source:MGI Symbol;Acc:MGI:1918071],ENSMUSG00000029828,GENCODE basic,Spmip4,Spmip4,Cell projection; Cilium; Cytoplasm; Cytoskeleton; Flagellum; Phosphoprotein; Reference proteome,23331,,,ENSMUST00000031852,tsl1 (assigned to previous version 4),Q9D5Y0
4921513D11Rik_1,chr17,79934115,79934614,79933555,79934054,,protein_coding,protein_coding,NA,regulator of microtubule dynamics 2 [Source:MGI Symbol;Acc:MGI:2147043],ENSMUSG00000036368,,Rmdn2,Rmdn2,NA,81330,,,ENSMUST00000223924,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4930404N11Rik_1,chr10,81201701,81202200,81201141,81201640,principal1,protein_coding,protein_coding,1,major facilitator superfamily domain containing 12 [Source:MGI Symbol;Acc:MGI:3604804],ENSMUSG00000034854,GENCODE basic,Mfsd12,Mfsd12,Acetylation; Amino-acid transport; Lysosome; Melanin biosynthesis; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix; Transport,8735,,,ENSMUST00000044844,tsl1 (assigned to previous version 8),Q3U481,,protein_coding,protein_coding,NA,tektin bundle interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921072],ENSMUSG00000020234,,Tektip1,Tektip1,NA,2750,,,ENSMUST00000131736,tsl1 (assigned to previous version 7),
4930404N11Rik_2,chr10,81200738,81201237,81200178,81200677,principal1,protein_coding,protein_coding,1,major facilitator superfamily domain containing 12 [Source:MGI Symbol;Acc:MGI:3604804],ENSMUSG00000034854,GENCODE basic,Mfsd12,Mfsd12,Acetylation; Amino-acid transport; Lysosome; Melanin biosynthesis; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix; Transport,8735,,,ENSMUST00000044844,tsl1 (assigned to previous version 8),Q3U481,,protein_coding,protein_coding,NA,tektin bundle interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921072],ENSMUSG00000020234,,Tektip1,Tektip1,NA,2750,,,ENSMUST00000131736,tsl1 (assigned to previous version 7),
4930433N12Rik_1,chr9,3199829,3200328,3199269,3199768,NA,NA,NA,NA,NA,ENSMUSG00000110491,NA,Gm31138,NA,NA,67778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000042360,NA,4930433N12Rik,NA,NA,66039,NA,NA,NA,NA,NA
4930445N18Rik_1,chr18,82874033,82874532,82873473,82873972,NA,NA,NA,NA,NA,ENSMUSG00000097738,NA,4930445N18Rik,NA,NA,14827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4930461G14Rik_1,chr9,58362428,58362927,58361868,58362367,NA,NA,NA,NA,NA,ENSMUSG00000097651,NA,4930461G14Rik,NA,NA,28027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4930481A15Rik_1,chr19,5456858,5457357,5456298,5456797,NA,NA,NA,NA,NA,ENSMUSG00000086938,NA,4930481A15Rik,NA,NA,16117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000120167,NA,Gm56655,NA,NA,332,NA,NA,NA,NA,NA
4930515G01Rik_1,chr5,114913067,114913566,114912507,114913006,principal1,protein_coding,protein_coding,1,ankyrin repeat domain 13a [Source:MGI Symbol;Acc:MGI:1915670],ENSMUSG00000041870,GENCODE basic,Ankrd13a,Ankrd13a,ANK repeat; Cell membrane; Endosome; Membrane; Phosphoprotein; Reference proteome; Repeat; Ubl conjugation,31524,,,ENSMUST00000102578,tsl1 (assigned to previous version 10),Q80UP5,NA,NA,NA,NA,NA,ENSMUSG00000092183,NA,4930515G01Rik,NA,NA,1253,NA,NA,NA,NA,NA
4930548H24Rik_1,chr5,31643216,31643715,31642656,31643155,,protein_coding,retained_intron,NA,coiled-coil domain containing 121 [Source:MGI Symbol;Acc:MGI:1914906],ENSMUSG00000029138,,Ccdc121,Ccdc121,NA,2737,,,ENSMUST00000202441,tslNA (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4930578M01Rik_1,chr15,98883768,98884267,98883208,98883707,NA,NA,NA,NA,NA,ENSMUSG00000097587,NA,4930578M01Rik,NA,NA,13246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000120371,NA,Gm56698,NA,NA,69327,NA,NA,NA,NA,NA
4931414P19Rik_1,chr14,54843426,54843925,54842866,54843365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,RIKEN cDNA 4931414P19 gene [Source:MGI Symbol;Acc:MGI:1921609],ENSMUSG00000022179,GENCODE basic,4931414P19Rik,4931414P19Rik,Isopeptide bond; Phosphoprotein; Reference proteome; Secreted; Signal; Ubl conjugation,22331,,,ENSMUST00000022786,tsl1 (assigned to previous version 4),Q8K2W9
4932438A13Rik_1,chr3,36917284,36917783,36916724,36917223,,protein_coding,retained_intron,NA,bridge-like lipid transfer protein family member 1 [Source:MGI Symbol;Acc:MGI:2444631],ENSMUSG00000037270,,Bltp1,Bltp1,NA,189930,,,ENSMUST00000198742,tsl1 (assigned to previous version 4),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4933407K13Rik_1,chrX,74808329,74808828,74807769,74808268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000087396,NA,4933407K13Rik,NA,NA,57810,NA,NA,NA,NA,NA
4933416M07Rik_1,chr8,27632881,27633380,27632321,27632820,NA,NA,NA,NA,NA,ENSMUSG00000097262,NA,4933416M07Rik,NA,NA,6805,NA,NA,NA,NA,NA,alternative2,protein_coding,protein_coding,1,RAB11 family interacting protein 1 (class I) [Source:MGI Symbol;Acc:MGI:1923017],ENSMUSG00000031488,GENCODE basic,Rab11fip1,Rab11fip1,NA,35874,,,ENSMUST00000054212,tsl5 (assigned to previous version 6),
4933417D19Rik_1,chr8,123961861,123962360,123961301,123961800,NA,NA,NA,NA,NA,ENSMUSG00000097637,NA,4933417D19Rik,NA,NA,7582,NA,NA,NA,NA,NA,,protein_coding,protein_coding_CDS_not_defined,NA,spermatogenesis associated 2-like [Source:MGI Symbol;Acc:MGI:1926029],ENSMUSG00000033594,,Spata2l,Spata2l,Alternative splicing; Phosphoprotein; Reference proteome,6433,,,ENSMUST00000211845,tsl1 (assigned to previous version 1),Q8BNN1
4933428G20Rik_1,chr11,97391239,97391738,97390679,97391178,principal1,protein_coding,protein_coding,1,Rho GTPase activating protein 23 [Source:MGI Symbol;Acc:MGI:3697726],ENSMUSG00000049807,GENCODE basic,Arhgap23,Arhgap23,NA,86870,,,ENSMUST00000121799,tsl5 (assigned to previous version 7),,NA,NA,NA,NA,NA,ENSMUSG00000047988,NA,4933428G20Rik,NA,NA,9647,NA,NA,NA,NA,NA
5330413P13Rik_1,chr2,131689615,131690114,131689055,131689554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000086822,NA,5330413P13Rik,NA,NA,99655,NA,NA,NA,NA,NA
5430416N02Rik_1,chr5,100577422,100577921,100576862,100577361,NA,NA,NA,NA,NA,ENSMUSG00000106391,NA,Gm42690,NA,NA,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000097772,NA,5430416N02Rik,NA,NA,9868,NA,NA,NA,NA,NA
5730522E02Rik_1,chr11,26160609,26161108,26160049,26160548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,protein_coding_CDS_not_defined,NA,RIKEN cDNA 5730522E02 gene [Source:MGI Symbol;Acc:MGI:1917876],ENSMUSG00000032985,,5730522E02Rik,5730522E02Rik,NA,608001,,,ENSMUST00000153834,tsl5 (assigned to previous version 7),
5930412G12Rik_1,chr5,128677811,128678310,128677251,128677750,principal1,protein_coding,protein_coding,1,frizzled class receptor 10 [Source:MGI Symbol;Acc:MGI:2136761],ENSMUSG00000081683,GENCODE basic,Fzd10,Fzd10,Cell membrane; Developmental protein; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Receptor; Reference proteome; Signal; Transducer; Transmembrane; Transmembrane helix; Ubl conjugation; Wnt signaling pathway,3250,,,ENSMUST00000117102,tslNA (assigned to previous version 3),Q8BKG4,NA,NA,NA,NA,NA,ENSMUSG00000072591,NA,Fzd10os,NA,NA,23420,NA,NA,NA,NA,NA
6330403K07Rik_1,chr11,70924347,70924846,70923787,70924286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,RIKEN cDNA 6330403K07 gene [Source:MGI Symbol;Acc:MGI:1918001],ENSMUSG00000018451,GENCODE basic,6330403K07Rik,6330403K07Rik,NA,1573,,,ENSMUST00000238695,,
6430531B16Rik_1,chr7,139558656,139559155,139558096,139558595,NA,NA,NA,NA,NA,ENSMUSG00000086742,NA,Gm16201,NA,NA,28979,NA,NA,NA,NA,NA,,protein_coding,retained_intron,NA,sperm flagellar 1 like [Source:MGI Symbol;Acc:MGI:2685939],ENSMUSG00000073795,,Spef1l,Spef1l,NA,6453,,,ENSMUST00000146974,tsl1 (assigned to previous version 1),
6430571L13Rik_1,chr9,107217844,107218343,107217284,107217783,principal1,protein_coding,protein_coding,1,RIKEN cDNA 6430571L13 gene [Source:MGI Symbol;Acc:MGI:2445137],ENSMUSG00000037977,GENCODE basic,6430571L13Rik,6430571L13Rik,Coiled coil; Membrane; Reference proteome; Transmembrane; Transmembrane helix,11821,,,ENSMUST00000042581,tsl1 (assigned to previous version 3),Q8BGK9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8030462N17Rik_1,chr18,77801715,77802214,77801155,77801654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,arkadia (RNF111) N-terminal like PKA signaling regulator 2N [Source:MGI Symbol;Acc:MGI:2444951],ENSMUSG00000047466,GENCODE basic,Ark2n,Ark2n,NA,82994,,,ENSMUST00000074653,tsl1 (assigned to previous version 4),
8030474K03Rik_1,chrX,100838250,100838749,100837690,100838189,,protein_coding,nonsense_mediated_decay,NA,RIKEN cDNA 8030474K03 gene [Source:MGI Symbol;Acc:MGI:2685988],ENSMUSG00000046774,,8030474K03Rik,8030474K03Rik,NA,3987,,,ENSMUST00000163399,tsl1 (assigned to previous version 7),,,protein_coding,nonsense_mediated_decay,NA,predicted gene 4779 [Source:MGI Symbol;Acc:MGI:3646776],ENSMUSG00000045010,,Gm4779,Gm4779,NA,4371,,URS000076BA85,ENSMUST00000124577,tsl5 (assigned to previous version 7),
9030624G23Rik_1,chr12,24147307,24147806,24146747,24147246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,RIKEN cDNA 9030624G23 gene [Source:MGI Symbol;Acc:MGI:1914058],ENSMUSG00000073158,GENCODE basic,9030624G23Rik,9030624G23Rik,NA,54045,,,ENSMUST00000101538,tsl1 (assigned to previous version 4),
9130011E15Rik_1,chr19,45986990,45987489,45986430,45986929,NA,NA,NA,NA,NA,ENSMUSG00000097690,NA,4930505N22Rik,NA,NA,15266,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,armadillo-like helical domain containing 3 [Source:MGI Symbol;Acc:MGI:1918867],ENSMUSG00000039901,GENCODE basic,Armh3,Armh3,Alternative splicing; Cytoplasm; Golgi apparatus; Membrane; Reference proteome; Transmembrane; Transmembrane helix,181125,,,ENSMUST00000045396,tsl5 (assigned to previous version 7),Q6PD19
9130023H24Rik_1,chr7,127837211,127837710,127836651,127837150,,protein_coding,protein_coding_CDS_not_defined,NA,armadillo repeat containing 5 [Source:MGI Symbol;Acc:MGI:2384586],ENSMUSG00000042178,,Armc5,Armc5,Cytoplasm; Phosphoprotein; Reference proteome; Repeat,7759,,,ENSMUST00000206509,tsl5 (assigned to previous version 1),Q5EBP3,principal1,protein_coding,protein_coding,1,zinc finger protein 696 [Source:MGI Symbol;Acc:MGI:2442738],ENSMUSG00000062944,GENCODE basic,9130023H24Rik,Zfp696,NA,3574,,,ENSMUST00000078816,tslNA (assigned to previous version 4),
9130230L23Rik_1,chr5,66161678,66162177,66161118,66161617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000054598,NA,9130230L23Rik,NA,NA,24928,NA,NA,NA,NA,NA
9130401M01Rik_1,chr15,57897761,57898260,57897201,57897700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,RIKEN cDNA 9130401M01 gene [Source:MGI Symbol;Acc:MGI:1923008],ENSMUSG00000101892,GENCODE basic,9130401M01Rik,9130401M01Rik,Direct protein sequencing; Reference proteome,12067,,,ENSMUST00000100655,tsl1 (assigned to previous version 4),Q9D2X8
9330151L19Rik_1,chr12,69243994,69244493,69243434,69243933,NA,NA,NA,NA,NA,ENSMUSG00000097061,NA,9330151L19Rik,NA,NA,4501,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"predicted gene, 49383 [Source:MGI Symbol;Acc:MGI:6121605]",ENSMUSG00000113149,GENCODE basic,Gm49383,Gm49383,NA,14271,,,ENSMUST00000223192,tsl1 (assigned to previous version 1),
9430015G10Rik_1,chr4,156194498,156194997,156193938,156194437,principal1,protein_coding,protein_coding,NA,RIKEN cDNA 9430015G10 gene [Source:MGI Symbol;Acc:MGI:2444364],ENSMUSG00000059939,GENCODE basic,9430015G10Rik,9430015G10Rik,NA,17284,,,ENSMUST00000072554,tsl1 (assigned to previous version 12),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9430038I01Rik_1,chr7,137012535,137013034,137011975,137012474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,protein_coding_CDS_not_defined,NA,RIKEN cDNA 9430038I01 gene [Source:MGI Symbol;Acc:MGI:1924502],ENSMUSG00000040139,,9430038I01Rik,9430038I01Rik,Reference proteome,35189,,,ENSMUST00000145881,tsl2 (assigned to previous version 7),Q9CX25
9430091E24Rik_1,chr8,111872256,111872755,111871696,111872195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000084808,NA,9430091E24Rik,NA,NA,16880,NA,NA,NA,NA,NA
9530026P05Rik_1,chr6,92917574,92918073,92917014,92917513,NA,NA,NA,NA,NA,ENSMUSG00000097462,NA,9530026P05Rik,NA,NA,332760,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:MGI Symbol;Acc:MGI:1916320],ENSMUSG00000030022,GENCODE basic,Adamts9,Adamts9,NA,170794,,,ENSMUST00000113438,tsl5 (assigned to previous version 7),
9530068E07Rik_1,chr11,52287297,52287796,52286737,52287236,principal4,protein_coding,protein_coding,NA,RIKEN cDNA 9530068E07 gene [Source:MGI Symbol;Acc:MGI:2654705],ENSMUSG00000036275,GENCODE basic,9530068E07Rik,9530068E07Rik,NA,12301,,,ENSMUST00000109057,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9930014A18Rik_1,chr15,60694825,60695324,60694265,60694764,NA,NA,NA,NA,NA,ENSMUSG00000097493,NA,9930014A18Rik,NA,NA,9523,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,LRAT domain containing 1 [Source:MGI Symbol;Acc:MGI:3026924],ENSMUSG00000072568,GENCODE basic,Lratd2,Lratd2,NA,34785,,,ENSMUST00000100635,tsl1 (assigned to previous version 4),
A130010J15Rik_1,chr1,192855904,192856403,192855344,192855843,principal1,protein_coding,protein_coding,1,RIKEN cDNA A130010J15 gene [Source:MGI Symbol;Acc:MGI:2441776],ENSMUSG00000079144,GENCODE basic,A130010J15Rik,A130010J15Rik,Reference proteome,9787,,,ENSMUST00000160822,tsl2 (assigned to previous version 2),Q9DAE8,NA,NA,NA,NA,NA,ENSMUSG00000121181,NA,Gm57171,NA,NA,711,NA,NA,NA,NA,NA
A330009N23Rik_1,chr15,101123080,101123579,101122520,101123019,principal1,protein_coding,protein_coding,1,trafficking regulator and scaffold protein tamalin [Source:MGI Symbol;Acc:MGI:1860303],ENSMUSG00000000531,GENCODE basic,Tamalin,Tamalin,Cell membrane; Cytoplasm; Membrane; Methylation; Phosphoprotein; Postsynaptic cell membrane; Reference proteome; Synapse,8569,,,ENSMUST00000000543,tsl1 (assigned to previous version 4),Q9JJA9,NA,NA,NA,NA,NA,ENSMUSG00000097915,NA,A330009N23Rik,NA,NA,21449,NA,NA,NA,NA,NA
A4galt_1,chr15,83135980,83136479,83135420,83135919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"alpha 1,4-galactosyltransferase [Source:MGI Symbol;Acc:MGI:3512453]",ENSMUSG00000047878,GENCODE basic,A4galt,A4galt,Glycoprotein; Glycosyltransferase; Golgi apparatus; Lipid biosynthesis; Lipid metabolism; Membrane; Reference proteome; Signal-anchor; Transferase; Transmembrane; Transmembrane helix,25053,,,ENSMUST00000049530,tsl1 (assigned to previous version 12),Q67BJ4
A630072M18Rik_1,chr5,21155951,21156450,21155391,21155890,NA,NA,NA,NA,NA,ENSMUSG00000101013,NA,A630072M18Rik,NA,NA,5410,NA,NA,NA,NA,NA,,protein_coding,protein_coding,NA,round spermatid basic protein 1-like [Source:MGI Symbol;Acc:MGI:3036237],ENSMUSG00000039968,GENCODE basic,Rsbn1l,Rsbn1l,NA,63371,,,ENSMUST00000196780,tsl1 (assigned to previous version 4),
A830018L16Rik_1,chr1,11484340,11484839,11483780,11484279,alternative2,protein_coding,protein_coding,NA,RIKEN cDNA A830018L16 gene [Source:MGI Symbol;Acc:MGI:2444149],ENSMUSG00000057715,GENCODE basic,A830018L16Rik,A830018L16Rik,Alternative splicing; Reference proteome,561797,,,ENSMUST00000048613,tsl1 (assigned to previous version 13),Q8BZJ8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A930006K02Rik_1,chr16,91261991,91262490,91261431,91261930,NA,NA,NA,NA,NA,ENSMUSG00000084866,NA,A930006K02Rik,NA,NA,10614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENSMUSG00000116987,NA,Gm49625,NA,NA,31420,NA,NA,NA,NA,NA
A930015D03Rik_1,chr17,36305407,36305906,36304847,36305346,NA,NA,NA,NA,NA,ENSMUSG00000092368,NA,A930015D03Rik,NA,NA,44000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
